   2.6134753447573214E-013   3.0207667785322012E-011   2.1177210061217589E-009   9.0047788554558610E-008   2.3223630756135932E-006   3.6327870693254501E-005   3.4466924063498940E-004   1.9834345344949727E-003   6.9228667590611366E-003   1.4655709043939757E-002   1.8818302911999048E-002   1.4655709043939757E-002   6.9228667590611366E-003   1.9834345344949727E-003   3.4466924063498940E-004   3.6327870693254501E-005   2.3223630756135932E-006   9.0047788554558610E-008   2.1177210061217589E-009   3.0207667785322012E-011
  -3.4731917261103133E-008  -2.4050368016710906E-008  -1.2965292591059413E-008   8.2106115562642682E-008   2.3180102618065057E-006   3.6316660000971352E-005   3.4453716397529061E-004   1.9830395587948739E-003   6.9222018374846261E-003   1.4654805922988675E-002   1.8817348496019803E-002   1.4654922670287557E-002   6.9223610139894105E-003   1.9831761541724783E-003   3.4455342964811417E-004   3.6271351254951373E-005   2.2862573055701096E-006   6.0274802190445060E-008  -2.6742406996365920E-008  -3.0731492324869842E-008
  -6.9459403652400968E-008  -4.8127153333697005E-008  -2.8045585922395691E-008   7.4166302496475512E-008   2.3136590607405708E-006   3.6305452868189413E-005   3.4440510333837707E-004   1.9826446183781425E-003   6.9215369639986863E-003   1.4653902857353705E-002   1.8816394134550253E-002   1.4654136342701117E-002   6.9218553025166734E-003   1.9829177954214217E-003   3.4443763152013063E-004   3.6214839708904084E-005   2.2501570958819718E-006   3.0506460101525749E-008  -5.5598115280605359E-008  -6.1488663090605669E-008
  -1.0418219832332309E-007  -7.2200148709471573E-008  -4.3123159328158566E-008   6.6228349085998896E-008   2.3093094721462289E-006   3.6294249294432850E-005   3.4427305872285311E-004   1.9822497132421651E-003   6.9208721386000817E-003   1.4652999847031369E-002   1.8815439827587061E-002   1.4653350061177562E-002   6.9213496246406832E-003   1.9826594582401840E-003   3.4432184624991441E-004   3.6158336054317791E-005   2.2140624459402194E-006   7.4276176637224500E-010  -8.4449404337848250E-008  -9.2241305117853047E-008
  -1.3890030177078618E-007  -9.6269354570290621E-008  -5.8198013148583241E-008   5.8292255061186042E-008   2.3049614957539531E-006   3.6283049279225785E-005   3.4414103012732312E-004   1.9818548433843289E-003   6.9202073612855772E-003   1.4652096892018183E-002   1.8814485575126882E-002   1.4652563825714017E-002   6.9208439803591986E-003   1.9824011426271462E-003   3.4420607383634118E-004   3.6101840290397707E-005   2.1779733551359502E-006  -2.9016293336393213E-008  -1.1329627465929842E-007  -1.2298941889500767E-007
  -1.7361371449166001E-007  -1.2033477134236814E-007  -7.3270147723869074E-008   5.0358020152041110E-008   2.3006151312942478E-006   3.6271852822092322E-005   3.4400901755039163E-004   1.9814600088020207E-003   6.9195426320519376E-003   1.4651193992310668E-002   1.8813531377166379E-002   1.4651777636307605E-002   6.9203383696699776E-003   1.9821428485806893E-003   3.4409031427828679E-004   3.6045352416349126E-005   2.1418898228603190E-006  -5.8770705728097947E-008  -1.4213872673611230E-007  -1.5373300491043067E-007
  -2.0832243698276672E-007  -1.4439639945187597E-007  -8.8339563394179420E-008   4.2425644088599671E-008   2.2962703784976503E-006   3.6260659922556524E-005   3.4387702099066334E-004   1.9810652094926283E-003   6.9188779508959283E-003   1.4650291147905340E-002   1.8812577233702207E-002   1.4650991492955453E-002   6.9198327925707780E-003   1.9818845760991946E-003   3.4397456757462715E-004   3.5988872431377407E-005   2.1058118485045382E-006  -8.8520475930018556E-008  -1.7097676105939876E-007  -1.8447206365244841E-007
  -2.4302646974088170E-007  -1.6845423932494402E-007  -1.0340626049964172E-007   3.4495126600928146E-008   2.2919272370947292E-006   3.6249470580142417E-005   3.4374504044674297E-004   1.9806704454535394E-003   6.9182133178143151E-003   1.4649388358798719E-002   1.8811623144731029E-002   1.4650205395654686E-002   6.9193272490593594E-003   1.9816263251810433E-003   3.4385883372423819E-004   3.5932400334687981E-005   2.0697394314598773E-006  -1.1826560446338145E-007  -1.9981037812021910E-007  -2.1520659560935274E-007
  -2.7772581326273235E-007  -1.9250829138765947E-007  -1.1847023938034721E-007   2.6566467419124629E-008   2.2875857068160857E-006   3.6238284794374005E-005   3.4361307591723538E-004   1.9802757166821425E-003   6.9175487328038627E-003   1.4648485624987327E-002   1.8810669110249503E-002   1.4649419344402429E-002   6.9188217391334805E-003   1.9813680958246167E-003   3.4374311272599605E-004   3.5875936125486351E-005   2.0336725711176637E-006  -1.4800609184936196E-007  -2.2863957840958685E-007  -2.4593660126940004E-007
  -3.1242046804499941E-007  -2.1655855606606797E-007  -1.3353150037635148E-007   1.8639666273317818E-008   2.2832457873923531E-006   3.6227102564775240E-005   3.4348112740074553E-004   1.9798810231758260E-003   6.9168841958613374E-003   1.4647582946467681E-002   1.8809715130254291E-002   1.4648633339195808E-002   6.9183162627909000E-003   1.9811098880282967E-003   3.4362740457877683E-004   3.5819479802978087E-005   1.9976112668692817E-006  -1.7774193860908550E-007  -2.5746436241846823E-007  -2.7666208112081265E-007
